net,length_um
rf.registers\[17\]\[6\],17.8
rf.registers\[22\]\[22\],17.795
rf.registers\[4\]\[7\],17.78
rf.registers\[10\]\[5\],17.77
_3306_,17.76
rf.registers\[23\]\[3\],17.74
_1452_,17.72
_1655_,17.7
rf.registers\[16\]\[22\],17.66
rf.registers\[7\]\[1\],17.66
_2328_,17.64
rf.registers\[23\]\[19\],17.62
_2474_,17.58
rf.registers\[30\]\[24\],17.57
_1236_,17.56
_1894_,17.56
_2773_,17.56
rf.registers\[11\]\[31\],17.54
_2757_,17.52
_1406_,17.48
_1799_,17.48
rf.registers\[5\]\[3\],17.48
_1097_,17.46
_1522_,17.46
rf.registers\[28\]\[25\],17.44
rf.registers\[30\]\[7\],17.415
rf.registers\[14\]\[14\],17.41
rf.registers\[19\]\[7\],17.41
_2596_,17.4
rf.registers\[11\]\[2\],17.4
rf.registers\[13\]\[16\],17.4
rf.registers\[24\]\[31\],17.4
rf.registers\[29\]\[6\],17.4
_1456_,17.38
rf.registers\[15\]\[20\],17.38
rf.registers\[30\]\[20\],17.375
_1798_,17.36
_2132_,17.34
rf.registers\[30\]\[8\],17.33
_0132_,17.305
_0176_,17.305
rf.registers\[12\]\[17\],17.26
rf.registers\[13\]\[23\],17.26
rf.registers\[13\]\[29\],17.26
_1373_,17.24
_2044_,17.24
rf.registers\[0\]\[12\],17.24
_1926_,17.22
_2819_,17.22
rf.registers\[2\]\[4\],17.21
_0493_,17.185
_1239_,17.18
_2020_,17.18
rf.registers\[27\]\[27\],17.18
rf.registers\[8\]\[10\],17.18
_3110_,17.14
rf.registers\[19\]\[29\],17.14
_2483_,17.12
rf.registers\[17\]\[1\],17.12
rf.registers\[23\]\[15\],17.12
rf.registers\[24\]\[12\],17.1
rf.registers\[9\]\[8\],17.1
_2290_,17.08
_1366_,17.06
_3018_,17.06
_2410_,17.04
rf.registers\[6\]\[1\],17.035
_1705_,17.02
_1943_,17.005
rf.registers\[11\]\[7\],16.99
rf.registers\[14\]\[7\],16.95
_2471_,16.94
rf.registers\[0\]\[19\],16.92
rf.registers\[2\]\[9\],16.915
rf.registers\[29\]\[8\],16.9
_1340_,16.86
rf.registers\[22\]\[6\],16.85
rf.registers\[9\]\[26\],16.84
rf.registers\[27\]\[17\],16.82
rf.registers\[31\]\[13\],16.82
_1550_,16.805
rf.registers\[21\]\[3\],16.76
rf.registers\[20\]\[0\],16.74
_1721_,16.72
_1961_,16.72
_3287_,16.72
rf.registers\[17\]\[24\],16.72
rf.registers\[21\]\[25\],16.72
rf.registers\[5\]\[21\],16.72
_0892_,16.705
rf.registers\[23\]\[27\],16.7
_1461_,16.68
_1664_,16.68
rf.registers\[15\]\[3\],16.68
rf.registers\[3\]\[9\],16.68
_1067_,16.64
_1388_,16.64
_1502_,16.64
_1635_,16.64
_2490_,16.6
rf.registers\[28\]\[29\],16.6
rf.registers\[8\]\[20\],16.6
rf.registers\[19\]\[23\],16.575
_1285_,16.56
_1410_,16.56
_1483_,16.56
rf.registers\[7\]\[11\],16.56
_0528_,16.54
_2478_,16.54
rf.registers\[18\]\[5\],16.49
_0105_,16.485
rf.registers\[9\]\[25\],16.48
_2280_,16.475
_1358_,16.46
rf.registers\[5\]\[26\],16.46
_1807_,16.44
rf.registers\[10\]\[27\],16.44
rf.registers\[19\]\[11\],16.44
rf.registers\[3\]\[21\],16.41
_0126_,16.4
rf.registers\[20\]\[14\],16.38
rf.registers\[21\]\[1\],16.38
_0439_,16.365
rf.registers\[9\]\[11\],16.36
_3532_,16.34
rf.registers\[16\]\[29\],16.34
rf.registers\[14\]\[15\],16.335
_3661_,16.32
_1971_,16.3
rf.registers\[1\]\[4\],16.3
_2440_,16.28
_3469_,16.28
_2034_,16.265
_2341_,16.26
rf.registers\[13\]\[21\],16.26
rf.registers\[24\]\[22\],16.26
_2610_,16.24
rf.registers\[30\]\[17\],16.235
rf.registers\[1\]\[20\],16.22
rf.registers\[29\]\[24\],16.2
rf.registers\[21\]\[23\],16.18
rf.registers\[14\]\[9\],16.16
_1104_,16.14
_3146_,16.14
_0890_,16.125
_2322_,16.12
rf.registers\[18\]\[21\],16.105
_1090_,16.1
_2100_,16.1
rf.registers\[28\]\[31\],16.1
_0397_,16.08
_2352_,16.06
_0120_,16.005
_1711_,16
rf.registers\[19\]\[24\],15.98
rf.registers\[9\]\[17\],15.98
_1143_,15.94
rf.registers\[4\]\[1\],15.94
_1203_,15.92
rf.registers\[16\]\[17\],15.9
_1794_,15.88
_2417_,15.88
rf.registers\[9\]\[0\],15.88
_1432_,15.86
_0347_,15.825
_3299_,15.82
rf.registers\[2\]\[16\],15.81
_2775_,15.8
_2818_,15.8
rf.registers\[1\]\[7\],15.8
rf.registers\[4\]\[26\],15.8
rf.registers\[8\]\[28\],15.8
_1244_,15.76
_2096_,15.76
rf.registers\[29\]\[9\],15.76
_2300_,15.74
rf.registers\[30\]\[16\],15.725
_1519_,15.72
rf.registers\[8\]\[4\],15.72
rf.registers\[19\]\[15\],15.7
_2366_,15.68
_2398_,15.68
rf.registers\[15\]\[27\],15.68
rf.registers\[21\]\[20\],15.68
_1723_,15.66
_1806_,15.64
_1741_,15.62
_2042_,15.6
rf.registers\[3\]\[23\],15.6
rf.registers\[14\]\[5\],15.595
_1172_,15.58
_2095_,15.58
_2487_,15.58
rf.registers\[6\]\[29\],15.57
_1144_,15.56
_1676_,15.56
_2451_,15.56
rf.registers\[14\]\[28\],15.545
rf.registers\[26\]\[6\],15.545
_1905_,15.54
rf.registers\[17\]\[20\],15.54
rf.registers\[12\]\[4\],15.52
rf.registers\[1\]\[2\],15.52
rf.registers\[2\]\[21\],15.51
_2187_,15.5
_1344_,15.48
rf.registers\[13\]\[18\],15.48
_2165_,15.46
rf.registers\[12\]\[16\],15.46
rf.registers\[23\]\[14\],15.46
rf.registers\[2\]\[24\],15.435
rf.registers\[14\]\[3\],15.415
_1743_,15.38
rf.registers\[14\]\[12\],15.355
rf.registers\[11\]\[10\],15.34
_0114_,15.32
rf.registers\[6\]\[21\],15.315
_2039_,15.3
rf.registers\[22\]\[20\],15.3
_0183_,15.28
_1076_,15.26
_1987_,15.26
_2765_,15.26
rf.registers\[21\]\[30\],15.26
_1716_,15.24
_2841_,15.22
rf.registers\[0\]\[18\],15.22
rf.registers\[19\]\[28\],15.22
_1529_,15.18
rf.registers\[6\]\[24\],15.17
_1724_,15.16
rf.registers\[21\]\[27\],15.14
rf.registers\[2\]\[25\],15.13
_0618_,15.08
_1016_,15.06
_2394_,15.06
rf.registers\[3\]\[10\],15.06
rf.registers\[23\]\[26\],15.05
_1199_,15.04
rf.registers\[15\]\[14\],15.02
rf.registers\[24\]\[7\],15.02
_1417_,14.98
_0632_,14.965
_1874_,14.96
_1993_,14.96
_2516_,14.96
rf.registers\[4\]\[12\],14.96
rf.registers\[9\]\[18\],14.96
rf.registers\[27\]\[24\],14.92
_0688_,14.885
_1917_,14.88
_1039_,14.86
rf.registers\[15\]\[15\],14.86
rf.registers\[5\]\[18\],14.86
_2485_,14.84
_2739_,14.82
rf.registers\[17\]\[2\],14.82
rf.registers\[29\]\[29\],14.8
rf.registers\[2\]\[29\],14.79
_0891_,14.78
_1061_,14.76
rf.registers\[2\]\[18\],14.755
_0408_,14.725
_1073_,14.72
_0772_,14.7
rf.registers\[10\]\[30\],14.685
_1374_,14.68
rf.registers\[3\]\[5\],14.66
_0535_,14.645
_1151_,14.64
rf.registers\[7\]\[4\],14.64
_2013_,14.6
rf.registers\[20\]\[28\],14.56
rf.registers\[29\]\[22\],14.56
rf.registers\[12\]\[19\],14.55
rf.registers\[27\]\[16\],14.55
_1341_,14.54
_3441_,14.54
rf.registers\[23\]\[24\],14.54
rf.registers\[11\]\[30\],14.52
rf.registers\[8\]\[16\],14.48
_0010_,14.465
_2112_,14.46
_2239_,14.46
rf.registers\[29\]\[16\],14.46
rf.registers\[29\]\[21\],14.46
rf.registers\[23\]\[11\],14.43
_1976_,14.42
_3288_,14.42
rf.registers\[28\]\[20\],14.415
_0190_,14.38
_1998_,14.34
_2106_,14.34
_2111_,14.34
_2355_,14.32
rf.registers\[13\]\[20\],14.3
_0489_,14.295
_1302_,14.26
_1107_,14.24
_2071_,14.24
_2528_,14.24
alu_result[28],14.2
_2256_,14.18
rf.registers\[20\]\[23\],14.18
_0104_,14.14
rf.registers\[9\]\[28\],14.14
_1310_,14.12
_1626_,14.12
_0506_,14.105
rf.registers\[6\]\[7\],14.09
_0410_,14.065
rf.registers\[17\]\[16\],14.06
rf.registers\[24\]\[0\],14.06
_0117_,14.045
rf.registers\[29\]\[20\],14.04
rf.registers\[23\]\[9\],14.02
_0178_,14.005
_0196_,14.005
_0624_,14.005
_1049_,14
_1568_,14
_1587_,14
_2745_,13.96
_2748_,13.96
_3316_,13.96
_3807_,13.96
_2277_,13.9
_3106_,13.9
_1171_,13.88
_1240_,13.88
_2242_,13.88
_2896_,13.88
_1017_,13.86
_1201_,13.84
_1470_,13.84
_2146_,13.84
_2530_,13.84
_2834_,13.84
rf.registers\[16\]\[0\],13.84
rf.registers\[5\]\[4\],13.84
_0432_,13.82
_1893_,13.82
rf.registers\[28\]\[18\],13.8
_0111_,13.78
_1488_,13.78
_1231_,13.74
rf.registers\[27\]\[20\],13.74
_0076_,13.725
_2233_,13.72
_2413_,13.72
rf.registers\[31\]\[10\],13.72
rf.registers\[8\]\[18\],13.72
_2540_,13.7
rf.registers\[21\]\[15\],13.68
rf.registers\[23\]\[29\],13.68
_1515_,13.66
_1952_,13.66
_0179_,13.645
_1068_,13.62
rf.registers\[7\]\[31\],13.62
_1467_,13.6
rf.registers\[0\]\[13\],13.6
_1181_,13.58
rf.registers\[12\]\[2\],13.58
rf.registers\[19\]\[25\],13.58
rf.registers\[4\]\[5\],13.58
_1667_,13.54
_1953_,13.52
_0168_,13.505
_1225_,13.5
_2871_,13.5
rf.registers\[25\]\[2\],13.5
rf.registers\[28\]\[15\],13.46
_1079_,13.42
_1960_,13.42
_2829_,13.42
_0464_,13.38
rf.registers\[10\]\[28\],13.38
_1371_,13.36
_1539_,13.34
_1956_,13.34
_2123_,13.34
_1603_,13.32
_3638_,13.32
rf.registers\[16\]\[27\],13.32
rf.registers\[31\]\[17\],13.26
_1108_,13.22
rf.registers\[4\]\[21\],13.22
rf.registers\[5\]\[15\],13.22
rf.registers\[23\]\[22\],13.16
rf.registers\[25\]\[18\],13.16
rf.registers\[25\]\[6\],13.16
rf.registers\[25\]\[12\],13.14
rf.registers\[3\]\[25\],13.14
_2164_,13.12
rf.registers\[0\]\[23\],13.12
rf.registers\[12\]\[18\],13.12
_1051_,13.08
rf.registers\[23\]\[18\],13.06
_2098_,13.04
_2746_,13.04
_0123_,13.02
_2420_,13.02
_2159_,13.005
_2033_,13
_2003_,12.98
_1957_,12.96
_2447_,12.96
_0471_,12.94
clknet_leaf_157_clk,12.94
_0963_,12.935
_0259_,12.92
_2372_,12.92
rf.registers\[9\]\[9\],12.92
_1191_,12.88
_2532_,12.88
_2534_,12.88
rf.registers\[21\]\[10\],12.88
_0525_,12.865
_1247_,12.84
_1425_,12.82
rf.registers\[18\]\[14\],12.79
_3411_,12.78
_1460_,12.76
rf.registers\[28\]\[9\],12.76
_2408_,12.72
_2092_,12.7
rf.registers\[11\]\[24\],12.68
rf.registers\[1\]\[24\],12.68
_2278_,12.64
_2412_,12.64
_2975_,12.64
_1368_,12.62
_2224_,12.62
rf.registers\[15\]\[26\],12.62
rf.registers\[5\]\[13\],12.62
_0231_,12.605
_0773_,12.605
_1834_,12.58
_2821_,12.58
_0181_,12.56
_2311_,12.54
rf.registers\[19\]\[31\],12.54
_0170_,12.535
_1316_,12.52
_1730_,12.52
_2883_,12.52
_2952_,12.52
_1101_,12.5
_1137_,12.5
_2296_,12.5
_1717_,12.48
_0355_,12.46
_2531_,12.46
rf.registers\[6\]\[27\],12.45
_0036_,12.44
_1715_,12.44
rf.registers\[11\]\[26\],12.42
_1216_,12.4
_1212_,12.36
_2522_,12.34
rf.registers\[13\]\[22\],12.34
rf.registers\[5\]\[19\],12.34
_2351_,12.3
_2849_,12.3
rf.registers\[19\]\[10\],12.3
rf.registers\[4\]\[17\],12.3
_0536_,12.285
_1384_,12.28
_1213_,12.26
rf.registers\[8\]\[25\],12.26
rf.registers\[14\]\[31\],12.25
_1524_,12.24
rf.registers\[25\]\[1\],12.24
_0164_,12.205
_3477_,12.2
rf.registers\[29\]\[26\],12.2
_2080_,12.18
_3310_,12.18
_1785_,12.16
_2502_,12.16
rf.registers\[1\]\[19\],12.16
_1481_,12.12
_3142_,12.12
rf.registers\[17\]\[3\],12.12
rf.registers\[21\]\[24\],12.12
rf.registers\[24\]\[9\],12.12
_1486_,12.1
rf.registers\[14\]\[26\],12.095
rf.registers\[21\]\[18\],12.08
rf.registers\[7\]\[27\],12.08
_3554_,12.06
_3606_,12.06
_1030_,12.04
_2550_,12.04
_3742_,12.02
_1291_,12
_2192_,12
_0106_,11.985
_1398_,11.98
_1332_,11.965
_1992_,11.96
_1789_,11.94
_3022_,11.94
_2264_,11.92
_2476_,11.92
rf.registers\[30\]\[21\],11.895
rf.registers\[13\]\[14\],11.86
rf.registers\[10\]\[21\],11.855
rf.registers\[16\]\[19\],11.84
_2769_,11.82
_1078_,11.81
_1170_,11.81
_2248_,11.8
rf.registers\[6\]\[28\],11.785
_3416_,11.78
rf.registers\[0\]\[17\],11.78
rf.registers\[1\]\[23\],11.78
rf.registers\[28\]\[11\],11.76
_0032_,11.745
_0768_,11.745
_2167_,11.74
_2332_,11.74
net49,11.74
_3352_,11.72
_3785_,11.72
_0512_,11.705
rf.registers\[29\]\[19\],11.68
_3526_,11.66
_3642_,11.66
_0340_,11.645
rf.registers\[22\]\[31\],11.635
_1870_,11.62
_2477_,11.62
_2973_,11.62
_1408_,11.6
_2018_,11.59
_2762_,11.58
rf.registers\[3\]\[14\],11.54
rf.registers\[4\]\[18\],11.54
_0357_,11.5
_1768_,11.5
_0125_,11.48
_1932_,11.48
_2760_,11.48
alu_result[5],11.46
rf.registers\[8\]\[6\],11.46
_1480_,11.445
_1487_,11.44
_0404_,11.345
_1927_,11.34
rf.registers\[21\]\[5\],11.32
_0147_,11.315
_0262_,11.305
_0627_,11.285
_1293_,11.285
_2869_,11.28
_3170_,11.28
rf.registers\[25\]\[27\],11.28
_1552_,11.24
_1560_,11.24
_1662_,11.24
_2657_,11.24
_2431_,11.22
_1196_,11.2
_1516_,11.2
_3208_,11.18
rf.registers\[19\]\[14\],11.18
_0468_,11.165
_1134_,11.16
_1311_,11.16
_2198_,11.16
_1215_,11.14
_2835_,11.14
_1399_,11.12
_2131_,11.12
_0885_,11.1
_1530_,11.1
rf.registers\[24\]\[28\],11.1
_0553_,11.08
_2387_,11.08
_0726_,11.045
_1189_,11
_2872_,11
alu_result[10],11
rf.registers\[29\]\[27\],10.96
_2358_,10.92
_2403_,10.92
wd3[0],10.91
wd3[16],10.91
wd3[28],10.91
_0812_,10.905
_1217_,10.9
_1493_,10.9
_0083_,10.875
_3188_,10.86
rf.registers\[21\]\[11\],10.84
rf.registers\[5\]\[1\],10.84
_3244_,10.82
_1281_,10.8
_2751_,10.8
_3647_,10.8
rf.registers\[7\]\[10\],10.79
_0658_,10.785
_1087_,10.78
_2163_,10.78
_2475_,10.78
_2494_,10.78
_2500_,10.78
_0703_,10.765
_1850_,10.76
_1177_,10.74
_1197_,10.74
_1991_,10.74
_2523_,10.74
_3549_,10.74
rf.registers\[21\]\[14\],10.74
_3171_,10.72
_2083_,10.7
_3304_,10.7
rf.registers\[11\]\[21\],10.7
rf.registers\[5\]\[0\],10.68
_1800_,10.66
_2840_,10.66
_3614_,10.66
_3667_,10.66
_2512_,10.64
_0042_,10.605
_0169_,10.6
_1782_,10.6
_2133_,10.58
wd3[2],10.57
_1499_,10.56
_1533_,10.56
_1372_,10.54
alu_result[15],10.54
_0631_,10.495
_2286_,10.48
_1387_,10.44
_2161_,10.44
_2484_,10.44
_1918_,10.42
rf.registers\[25\]\[15\],10.42
_1761_,10.4
_0426_,10.365
_0547_,10.365
_0578_,10.365
_1202_,10.36
_1808_,10.36
_1934_,10.36
_2367_,10.36
rf.registers\[18\]\[31\],10.36
rf.registers\[21\]\[28\],10.36
_2337_,10.34
_3046_,10.34
_3481_,10.34
_1598_,10.32
_2670_,10.32
rf.registers\[13\]\[19\],10.3
_1755_,10.28
_3279_,10.28
_3467_,10.28
_3591_,10.28
_3673_,10.28
_0505_,10.245
_1034_,10.24
_1760_,10.24
rf.registers\[8\]\[13\],10.24
wd3[14],10.23
_2788_,10.22
_3014_,10.22
_1666_,10.21
_1599_,10.2
_1899_,10.2
_2711_,10.2
_3145_,10.2
_1350_,10.16
rf.registers\[20\]\[9\],10.16
_0520_,10.145
_2079_,10.14
_2107_,10.14
_1286_,10.12
_1335_,10.12
_1876_,10.12
_1895_,10.12
_3264_,10.12
_3773_,10.1
alu_result[0],10.08
alu_result[11],10.08
alu_result[12],10.08
alu_result[13],10.08
alu_result[14],10.08
alu_result[16],10.08
alu_result[17],10.08
alu_result[18],10.08
alu_result[19],10.08
alu_result[1],10.08
alu_result[20],10.08
alu_result[21],10.08
alu_result[22],10.08
alu_result[23],10.08
alu_result[24],10.08
alu_result[25],10.08
alu_result[26],10.08
alu_result[27],10.08
alu_result[29],10.08
alu_result[2],10.08
alu_result[30],10.08
alu_result[31],10.08
alu_result[3],10.08
alu_result[4],10.08
alu_result[6],10.08
alu_result[7],10.08
alu_result[8],10.08
alu_result[9],10.08
rf.registers\[4\]\[0\],10.04
_0041_,10.005
_1498_,9.98
_3530_,9.98
_1365_,9.94
_1665_,9.94
_1718_,9.94
_2967_,9.94
_3456_,9.94
_3803_,9.94
rf.registers\[25\]\[20\],9.94
rf.registers\[29\]\[11\],9.94
rf.registers\[9\]\[27\],9.94
_0281_,9.925
_1379_,9.92
_2313_,9.92
_3127_,9.88
_3209_,9.88
rd2[30],9.88
_0396_,9.865
_1829_,9.86
_3364_,9.86
_3428_,9.86
_3812_,9.86
rf.registers\[2\]\[15\],9.835
_2000_,9.82
_2063_,9.82
_2384_,9.82
_2680_,9.82
_3061_,9.82
rf.registers\[17\]\[19\],9.82
rf.registers\[4\]\[31\],9.82
_1347_,9.78
_1495_,9.78
_2197_,9.78
_3722_,9.78
_3380_,9.76
_0966_,9.745
_2546_,9.74
_2917_,9.74
_3105_,9.74
rf.registers\[21\]\[22\],9.74
rf.registers\[1\]\[5\],9.7
rf.registers\[28\]\[3\],9.7
_2250_,9.68
_1824_,9.66
_0301_,9.645
_1195_,9.64
_1884_,9.64
_0778_,9.615
_1391_,9.6
_0517_,9.565
wd3[13],9.55
_2481_,9.54
_2253_,9.52
_3616_,9.52
_1046_,9.48
_2045_,9.48
_2104_,9.48
_2297_,9.48
_2551_,9.48
rf.registers\[12\]\[1\],9.455
_0659_,9.445
_0929_,9.445
_0940_,9.445
_1582_,9.44
_2449_,9.44
_3164_,9.44
_3262_,9.44
_3405_,9.44
rf.registers\[15\]\[31\],9.44
rf.registers\[1\]\[1\],9.44
_2755_,9.42
_3155_,9.42
_3381_,9.42
_3388_,9.42
_3436_,9.42
_3450_,9.42
_3557_,9.42
_3768_,9.42
rd2[5],9.42
_1173_,9.4
_3566_,9.4
_3721_,9.4
_1249_,9.36
_2324_,9.36
_3050_,9.36
_3072_,9.36
rf.registers\[9\]\[12\],9.36
_1843_,9.34
_2874_,9.34
_3400_,9.34
_3196_,9.32
_3199_,9.32
_3158_,9.3
_3688_,9.28
_0023_,9.26
_1686_,9.26
_2489_,9.26
_0247_,9.225
_1424_,9.22
_0783_,9.205
_1950_,9.14
_2221_,9.12
_1315_,9.105
a2[2],9.07
a3[1],9.07
wd3[12],9.07
wd3[20],9.07
wd3[24],9.07
wd3[8],9.07
_2246_,9.06
_3315_,9.06
_1735_,9.04
_0668_,9.025
_3652_,9.02
rf.registers\[21\]\[19\],9.02
rf.registers\[29\]\[3\],9.02
rf.registers\[8\]\[1\],9.02
_2837_,8.98
_3109_,8.98
_3223_,8.98
_1351_,8.96
_1962_,8.96
rd2[10],8.96
_2122_,8.94
_2338_,8.94
_2488_,8.94
_2944_,8.94
_3744_,8.94
rf.registers\[5\]\[28\],8.92
_0788_,8.915
_0697_,8.905
_3308_,8.9
_3518_,8.9
_3564_,8.9
_1167_,8.86
_1329_,8.86
_1428_,8.86
_1453_,8.86
_1904_,8.86
_2036_,8.86
_2317_,8.86
_3112_,8.86
_3221_,8.86
_3417_,8.86
_3480_,8.86
_3020_,8.82
_1465_,8.8
_1654_,8.8
_1290_,8.78
_1520_,8.78
_2395_,8.78
_0279_,8.765
_1594_,8.74
_2438_,8.74
a2[4],8.73
a3[3],8.73
wd3[10],8.73
wd3[6],8.73
_0421_,8.725
_1128_,8.7
_2330_,8.67
_0134_,8.665
_0866_,8.655
_1045_,8.64
_1729_,8.64
_1222_,8.63
_0326_,8.625
_2309_,8.62
_1879_,8.6
_1929_,8.6
_3125_,8.6
_0115_,8.585
_0987_,8.565
_1352_,8.56
_2005_,8.56
_2207_,8.56
_2627_,8.56
_2983_,8.56
_3297_,8.56
_3351_,8.56
_3440_,8.56
_0664_,8.545
rf.registers\[25\]\[14\],8.54
_0018_,8.525
_0402_,8.525
_1288_,8.52
_1860_,8.52
_2653_,8.52
_2826_,8.52
_2846_,8.52
_3167_,8.5
rd2[15],8.5
_0870_,8.485
_2972_,8.48
_3779_,8.46
_1064_,8.44
_2460_,8.44
_2668_,8.44
_2729_,8.44
_3185_,8.44
_3261_,8.44
_0798_,8.425
_0946_,8.425
_2090_,8.4
_2469_,8.4
_2539_,8.4
wd3[22],8.39
wd3[26],8.39
_0171_,8.385
_2314_,8.38
_2529_,8.38
_0880_,8.365
_2168_,8.36
_3277_,8.36
_3551_,8.36
rf.registers\[21\]\[26\],8.32
_0805_,8.305
_1284_,8.3
_1255_,8.28
_0407_,8.26
_1911_,8.26
_0423_,8.225
rf.registers\[17\]\[22\],8.22
_0473_,8.205
_0559_,8.205
_2002_,8.16
wd3[4],8.15
_1505_,8.14
_2345_,8.14
_2457_,8.14
_2473_,8.14
_3134_,8.14
_3750_,8.14
_3765_,8.14
_1042_,8.1
_1525_,8.1
_1645_,8.1
_2227_,8.1
_2306_,8.1
_3372_,8.1
_0654_,8.085
_0173_,8.065
_0752_,8.065
_0917_,8.065
_1549_,8.06
_1556_,8.06
_2265_,8.06
_2768_,8.06
_1736_,8.04
rd2[0],8.04
rd2[11],8.04
rd2[12],8.04
rd2[13],8.04
rd2[14],8.04
rd2[16],8.04
rd2[17],8.04
rd2[18],8.04
rd2[19],8.04
rd2[1],8.04
rd2[20],8.04
rd2[21],8.04
rd2[22],8.04
rd2[23],8.04
rd2[24],8.04
rd2[25],8.04
rd2[26],8.04
rd2[27],8.04
rd2[28],8.04
rd2[29],8.04
rd2[2],8.04
rd2[31],8.04
rd2[3],8.04
rd2[4],8.04
rd2[6],8.04
rd2[7],8.04
rd2[8],8.04
rd2[9],8.04
_1955_,8.02
_2068_,8.02
_3152_,8.02
_3324_,8.02
_3775_,8.02
_2839_,8
rf.registers\[28\]\[6\],8
_1809_,7.98
_1896_,7.98
_1915_,7.98
_1977_,7.98
_2533_,7.98
_2903_,7.98
_3025_,7.98
_3314_,7.98
_3365_,7.98
_3494_,7.98
_3271_,7.96
_1738_,7.94
_2425_,7.94
_3579_,7.94
_3649_,7.94
_1764_,7.92
_1246_,7.91
_2521_,7.9
_2930_,7.9
_0119_,7.88
_0573_,7.88
_0690_,7.88
_1468_,7.88
_2943_,7.88
_0257_,7.875
rf.registers\[23\]\[12\],7.86
_0539_,7.855
_0321_,7.845
_1538_,7.84
_2051_,7.84
_1069_,7.82
_2030_,7.82
_0306_,7.815
_1345_,7.8
_2455_,7.8
_0245_,7.745
rf.registers\[25\]\[22\],7.74
_0153_,7.715
a2[3],7.71
a3[2],7.71
wd3[17],7.71
wd3[21],7.71
wd3[25],7.71
wd3[29],7.71
wd3[5],7.71
wd3[9],7.71
_1295_,7.68
_1935_,7.68
_2400_,7.68
_2705_,7.68
_2856_,7.68
_3329_,7.68
_3771_,7.68
_2964_,7.66
_3092_,7.66
_3809_,7.66
rf.registers\[20\]\[31\],7.66
_2138_,7.64
_2153_,7.64
_2461_,7.64
_2482_,7.64
_2942_,7.64
_3082_,7.64
_3114_,7.64
_3230_,7.64
_3286_,7.64
_0817_,7.625
_1376_,7.62
_0154_,7.605
_0743_,7.605
_1105_,7.6
_1503_,7.6
_2057_,7.6
_2077_,7.6
_2463_,7.6
_2749_,7.6
_2827_,7.6
_1109_,7.58
_1758_,7.58
_3168_,7.58
_0754_,7.565
_0879_,7.565
_0898_,7.565
_2007_,7.56
_2268_,7.56
_2759_,7.56
_3327_,7.56
_3664_,7.56
_1362_,7.52
_1526_,7.52
_1593_,7.52
_1673_,7.52
_2356_,7.52
_2405_,7.52
_2467_,7.52
_2816_,7.52
_2842_,7.52
_2948_,7.52
_2998_,7.52
_3203_,7.52
_3537_,7.52
_3624_,7.52
_0317_,7.485
_2074_,7.48
_2188_,7.48
_2289_,7.48
_3189_,7.48
_3628_,7.48
_3206_,7.46
_2234_,7.44
_2804_,7.44
_3144_,7.44
_1169_,7.42
_1322_,7.42
_1375_,7.42
_2072_,7.42
_1546_,7.4
_2507_,7.4
_0820_,7.385
_1221_,7.38
_1644_,7.38
_1708_,7.38
_2088_,7.38
a3[4],7.37
wd3[15],7.37
wd3[27],7.37
wd3[7],7.37
_0491_,7.365
_0581_,7.345
_0989_,7.345
_2281_,7.34
_0656_,7.315
_0388_,7.305
_0704_,7.305
_1427_,7.3
_0037_,7.285
_0283_,7.285
_0416_,7.285
_0646_,7.285
_0385_,7.245
_2302_,7.22
_2718_,7.22
_2732_,7.22
_2752_,7.22
_2879_,7.22
_3118_,7.22
_3169_,7.22
_3225_,7.22
_3273_,7.22
_3298_,7.22
_3492_,7.22
_2480_,7.2
_3048_,7.18
_3148_,7.18
_3226_,7.18
_3730_,7.18
_3737_,7.18
_0080_,7.165
_0405_,7.165
_0044_,7.145
_2193_,7.14
_3115_,7.14
_1634_,7.125
_3482_,7.12
_0503_,7.105
_0541_,7.105
_0760_,7.105
_0393_,7.1
_1972_,7.1
_2085_,7.1
_2608_,7.1
_2784_,7.1
_2904_,7.1
_2905_,7.1
_2910_,7.1
_3062_,7.1
_3140_,7.1
_3216_,7.1
_3359_,7.1
_3385_,7.1
_3476_,7.1
_3548_,7.1
_3726_,7.1
_1142_,7.06
_1607_,7.06
_2312_,7.06
_2331_,7.06
_2843_,7.06
_2984_,7.06
_3123_,7.06
_3227_,7.06
_3392_,7.06
_3487_,7.06
_3592_,7.06
_3660_,7.06
_3810_,7.06
_0713_,7.055
_0807_,7.045
_0906_,7.045
_1241_,7.04
wd3[11],7.03
wd3[3],7.03
_0847_,7.025
_2376_,7.01
_1837_,6.98
_3012_,6.98
_0834_,6.96
_1324_,6.96
_1583_,6.96
_2028_,6.96
_2226_,6.94
_0717_,6.925
_3618_,6.92
_1473_,6.9
_0409_,6.885
_0562_,6.845
_1150_,6.84
_0071_,6.825
_0073_,6.825
_0100_,6.825
_0158_,6.825
_0263_,6.825
_0406_,6.825
_0764_,6.825
_0813_,6.825
_0920_,6.825
_0921_,6.825
_0928_,6.825
_0937_,6.825
_1022_,6.825
_2230_,6.82
wd3[1],6.79
opcode[0],6.77
_0218_,6.765
_0900_,6.765
_1156_,6.76
_1841_,6.76
_2868_,6.76
_3387_,6.76
_3470_,6.76
_3491_,6.76
_3657_,6.76
_2378_,6.74
_3191_,6.74
_3465_,6.74
_1360_,6.72
_1641_,6.72
_2364_,6.72
_2411_,6.72
_2719_,6.72
_2808_,6.72
_3159_,6.72
_3747_,6.72
